Gender,Education_Level,Income_Level,Urban_Rural,Profession,Dowry_Amount_Lakhs
Male,Postgraduate,High,Urban,Teacher,6.59
Female,Postgraduate,Middle,Urban,Doctor,31.88
Male,Postgraduate,Middle,Rural,Government Officer,12.58
Female,Graduate,Middle,Urban,Farmer,5.41
Female,Postgraduate,Middle,Rural,Farmer,7.68
Female,Graduate,Low,Rural,Business Owner,19.66
Female,Graduate,High,Rural,Teacher,12.86
Male,Graduate,Middle,Rural,Farmer,6.32
Female,Postgraduate,High,Urban,Business Owner,16.57
Female,Graduate,Low,Urban,Teacher,14.31
Female,Postgraduate,High,Rural,Government Officer,19.01
Male,Postgraduate,High,Urban,Government Officer,18.01
Female,School,Low,Rural,Business Owner,14.64
Male,School,Middle,Rural,Government Officer,16.05
Female,Graduate,High,Urban,Business Owner,18.89
Male,Graduate,High,Rural,Software Engineer,25.95
Male,Postgraduate,Middle,Urban,Teacher,12.05
Female,Graduate,Middle,Rural,Business Owner,15.07
Male,Graduate,High,Rural,Teacher,14.69
Female,Postgraduate,Low,Rural,Software Engineer,15.95
Female,Graduate,Middle,Rural,Teacher,7.83
Female,Graduate,Middle,Urban,Business Owner,10.91
Male,Postgraduate,Low,Rural,Government Officer,21.64
Male,Postgraduate,High,Rural,Teacher,12.97
Female,School,Middle,Urban,Teacher,10.97
Female,Postgraduate,High,Rural,Farmer,8.87
Male,School,High,Rural,Farmer,6.14
Female,Graduate,High,Rural,Software Engineer,10.8
Female,Postgraduate,Low,Rural,Doctor,20.07
Female,Postgraduate,High,Rural,Government Officer,19.6
Male,Postgraduate,High,Rural,Business Owner,17.76
Male,Graduate,Middle,Urban,Software Engineer,25.54
Male,School,Middle,Rural,Business Owner,10.15
Female,Graduate,Low,Urban,Business Owner,8.62
Female,Graduate,Low,Rural,Teacher,13.51
Female,Postgraduate,Middle,Urban,Software Engineer,11.51
Male,School,Middle,Urban,Software Engineer,17.87
Female,Graduate,Low,Urban,Farmer,3.85
Female,Postgraduate,High,Urban,Government Officer,19.33
Female,Graduate,Low,Rural,Doctor,22.27
Female,Graduate,High,Rural,Business Owner,10.43
Male,Postgraduate,Middle,Rural,Government Officer,19.74
Male,Postgraduate,Middle,Urban,Farmer,6.27
Female,School,Middle,Urban,Government Officer,14.17
Male,Graduate,High,Urban,Business Owner,16.4
Male,Postgraduate,Low,Urban,Teacher,13.37
Female,Postgraduate,High,Urban,Teacher,7.74
Female,School,Low,Urban,Business Owner,10.24
Male,School,Low,Urban,Farmer,3.68
Female,Postgraduate,Low,Rural,Farmer,7.75
Male,School,Middle,Urban,Software Engineer,26.63
Female,Postgraduate,Low,Rural,Doctor,20.02
Male,Graduate,Middle,Rural,Teacher,9.61
Female,School,Low,Urban,Doctor,18.22
Male,Graduate,Low,Urban,Government Officer,17.25
Male,Graduate,Middle,Urban,Government Officer,12.2
Male,Graduate,Middle,Urban,Business Owner,18.93
Female,Postgraduate,High,Rural,Business Owner,16.12
Male,Graduate,Low,Urban,Business Owner,11.99
Male,Graduate,Middle,Rural,Farmer,10.93
Female,Graduate,High,Urban,Teacher,6.83
Female,Postgraduate,High,Rural,Doctor,16.57
Male,Graduate,Middle,Rural,Government Officer,24.25
Male,Graduate,Low,Rural,Doctor,21.18
Female,School,High,Rural,Teacher,14.36
Female,Postgraduate,Low,Rural,Doctor,27.75
Female,Graduate,Low,Urban,Doctor,34.6
Female,School,High,Urban,Farmer,9.78
Female,Postgraduate,Middle,Urban,Business Owner,9.27
Male,Postgraduate,Low,Rural,Farmer,10.67
Female,Postgraduate,Middle,Urban,Farmer,4.33
Male,Postgraduate,High,Rural,Doctor,28.84
Male,Postgraduate,Low,Rural,Doctor,25.01
Male,Postgraduate,Middle,Urban,Farmer,9.37
Female,Graduate,Middle,Rural,Doctor,30.3
Male,Graduate,Low,Urban,Farmer,10.23
Male,Graduate,Middle,Rural,Software Engineer,26.7
Female,Graduate,Middle,Urban,Farmer,10.63
Male,School,High,Rural,Government Officer,17.36
Male,Graduate,High,Urban,Government Officer,23.56
Female,Postgraduate,Middle,Urban,Doctor,29.39
Male,Graduate,Middle,Rural,Farmer,10.55
Male,Graduate,Low,Rural,Farmer,11.9
Male,Postgraduate,High,Rural,Business Owner,9.4
Female,Graduate,Low,Urban,Business Owner,12.45
Female,Graduate,Middle,Urban,Business Owner,17.68
Female,Graduate,Low,Rural,Farmer,3.78
Male,School,Middle,Urban,Farmer,7.87
Male,Graduate,High,Urban,Government Officer,23.16
Female,Postgraduate,High,Rural,Teacher,5.19
Male,Postgraduate,Middle,Urban,Doctor,33.79
Male,Graduate,High,Urban,Government Officer,24.72
Female,Graduate,Middle,Urban,Business Owner,11.87
Female,Graduate,Low,Rural,Government Officer,21.97
Male,Postgraduate,Middle,Urban,Government Officer,13.65
Male,Postgraduate,Low,Rural,Government Officer,22.05
Male,School,Middle,Urban,Business Owner,13.78
Female,School,High,Urban,Teacher,13.6
Female,School,Middle,Urban,Software Engineer,14.25
Female,Postgraduate,Middle,Urban,Doctor,28.45
Female,School,Middle,Urban,Doctor,30.72
Male,Graduate,High,Rural,Government Officer,14.63
Female,Graduate,Middle,Urban,Teacher,13.18
Female,Postgraduate,High,Urban,Business Owner,19.5
Female,School,Middle,Urban,Software Engineer,22.32
Female,Graduate,Low,Urban,Software Engineer,25.7
Female,Postgraduate,Middle,Rural,Government Officer,18.92
Male,School,Low,Urban,Government Officer,19.78
Male,Graduate,High,Urban,Business Owner,8.16
Female,School,High,Urban,Business Owner,14.29
Male,Postgraduate,Middle,Urban,Farmer,8.18
Female,School,High,Rural,Business Owner,16.04
Female,Postgraduate,Middle,Rural,Government Officer,14.2
Male,School,High,Urban,Teacher,7.41
Male,Graduate,Low,Urban,Government Officer,21.83
Female,Postgraduate,High,Urban,Government Officer,14.18
Female,Postgraduate,Low,Urban,Software Engineer,18.32
Female,Postgraduate,Middle,Urban,Business Owner,11.01
Male,School,Middle,Rural,Doctor,25.9
Female,School,Middle,Rural,Business Owner,19.84
Female,Graduate,Low,Urban,Farmer,10.67
Female,Postgraduate,Middle,Urban,Teacher,7.69
Male,Postgraduate,Middle,Urban,Teacher,8.69
Female,School,Low,Rural,Business Owner,19.02
Female,School,High,Urban,Business Owner,18.78
Male,Graduate,Middle,Urban,Government Officer,14.09
Female,Graduate,High,Rural,Doctor,31.59
Female,School,High,Rural,Government Officer,15.87
Male,Postgraduate,Middle,Urban,Software Engineer,20.88
Female,Graduate,Middle,Urban,Software Engineer,10.1
Male,School,Low,Urban,Teacher,14.99
Male,School,Low,Urban,Teacher,12.61
Female,Postgraduate,Middle,Rural,Doctor,19.83
Female,School,High,Rural,Teacher,11.84
Female,School,Low,Urban,Farmer,5.64
Female,Graduate,Low,Rural,Software Engineer,11.79
Male,School,Middle,Urban,Doctor,23.51
Female,School,Middle,Rural,Software Engineer,22.27
Male,Graduate,Middle,Urban,Business Owner,9.08
Female,Postgraduate,Middle,Urban,Business Owner,14.22
Female,Postgraduate,Low,Rural,Doctor,25.3
Female,Graduate,Low,Rural,Government Officer,20.17
Male,Graduate,Low,Rural,Farmer,5.2
Female,Postgraduate,High,Rural,Farmer,3.19
Female,Postgraduate,Low,Rural,Teacher,8.25
Female,Postgraduate,Low,Urban,Doctor,22.97
Female,Postgraduate,Middle,Urban,Farmer,8.72
Male,Postgraduate,Low,Rural,Teacher,14.3
Female,Graduate,Low,Urban,Software Engineer,14.07
Male,School,Low,Urban,Government Officer,20.94
Male,Postgraduate,Middle,Urban,Teacher,5.97
Male,Postgraduate,Low,Urban,Business Owner,10.29
Male,School,Low,Rural,Business Owner,14.11
Male,School,High,Urban,Software Engineer,24.17
Male,School,High,Urban,Doctor,32.17
Female,School,High,Urban,Teacher,12.44
Male,School,High,Urban,Software Engineer,10.31
Male,School,Middle,Rural,Business Owner,16.21
Male,Graduate,High,Urban,Business Owner,17.9
Female,School,Low,Urban,Business Owner,14.31
Female,School,High,Urban,Government Officer,24.55
Male,Graduate,Middle,Rural,Government Officer,12.06
Female,School,High,Rural,Business Owner,17.82
Male,Postgraduate,High,Urban,Farmer,6.01
Male,Postgraduate,Middle,Urban,Doctor,28.01
Female,School,Middle,Rural,Government Officer,21.02
Male,Graduate,Middle,Urban,Teacher,8.06
Female,Postgraduate,Middle,Rural,Government Officer,24.94
Female,Graduate,Middle,Urban,Teacher,6.03
Male,Postgraduate,Middle,Urban,Government Officer,14.04
Male,School,Low,Rural,Business Owner,18.71
Female,Graduate,High,Urban,Teacher,6.19
Male,Graduate,High,Urban,Doctor,22.63
Male,Graduate,Middle,Urban,Government Officer,21.53
Male,Postgraduate,Middle,Rural,Government Officer,22.29
Female,Postgraduate,Low,Rural,Business Owner,19.46
Female,Postgraduate,Low,Urban,Teacher,12.9
Male,School,Middle,Urban,Farmer,10.6
Female,Postgraduate,Low,Urban,Business Owner,19.39
Female,School,Low,Urban,Teacher,10.54
Female,Graduate,Middle,Rural,Government Officer,16.46
Female,Graduate,Middle,Rural,Government Officer,21.9
Female,School,Middle,Rural,Government Officer,14.13
Male,Postgraduate,Middle,Urban,Government Officer,12.89
Male,School,High,Urban,Software Engineer,25.71
Male,Graduate,High,Rural,Government Officer,24.36
Female,Graduate,Middle,Urban,Government Officer,17.75
Female,School,Low,Urban,Farmer,4.45
Male,Postgraduate,Middle,Rural,Farmer,7.47
Female,Postgraduate,High,Urban,Teacher,8.93
Male,School,Low,Rural,Government Officer,16.84
Male,School,High,Urban,Government Officer,20.17
Male,Postgraduate,Middle,Urban,Teacher,6.75
Female,Graduate,High,Urban,Government Officer,16.95
Female,School,High,Urban,Government Officer,23.29
Male,Postgraduate,High,Urban,Business Owner,16.76
Male,Postgraduate,Low,Rural,Software Engineer,11.11
Male,Graduate,High,Rural,Teacher,10.14
Male,Graduate,Low,Urban,Business Owner,9.1
Female,Graduate,Middle,Urban,Farmer,11.62
Female,Graduate,Middle,Rural,Doctor,19.89
Male,Graduate,High,Rural,Doctor,33.65
Male,School,Low,Urban,Farmer,10.51
Female,Postgraduate,Middle,Rural,Software Engineer,21.03
Female,School,Low,Rural,Doctor,21.73
Male,School,Low,Rural,Software Engineer,27.16
Male,School,High,Urban,Doctor,18.06
Male,School,High,Rural,Doctor,18.6
Female,School,Low,Rural,Business Owner,10.7
Female,Graduate,Low,Rural,Doctor,26.95
Female,Graduate,High,Rural,Farmer,5.83
Male,Postgraduate,Low,Urban,Software Engineer,29.78
Male,School,High,Rural,Government Officer,14.54
Female,Postgraduate,Low,Rural,Government Officer,22.47
Female,Graduate,High,Rural,Government Officer,13.25
Male,Graduate,Low,Urban,Software Engineer,17.07
Female,Graduate,High,Urban,Software Engineer,14.88
Female,School,Low,Urban,Government Officer,24.7
Male,School,Middle,Rural,Farmer,3.23
Female,Graduate,Middle,Rural,Doctor,29.43
Male,Postgraduate,Low,Rural,Government Officer,15.22
Male,Postgraduate,Middle,Urban,Teacher,13.11
Male,Graduate,Low,Rural,Software Engineer,16.22
Male,Postgraduate,Low,Rural,Teacher,6.87
Male,Graduate,Middle,Urban,Teacher,11.93
Male,Postgraduate,Low,Rural,Software Engineer,15.15
Male,Graduate,High,Rural,Government Officer,18.31
Female,Postgraduate,Low,Urban,Farmer,4.18
Male,School,Low,Urban,Business Owner,16.7
Male,Graduate,Middle,Urban,Teacher,9.07
Female,Graduate,High,Urban,Government Officer,13.83
Female,Postgraduate,Low,Urban,Business Owner,16.9
Female,Graduate,Low,Rural,Teacher,6.03
Male,Graduate,Low,Urban,Government Officer,19.47
Female,Graduate,Low,Rural,Teacher,11.07
Male,School,Low,Rural,Government Officer,24.09
Male,School,Low,Urban,Farmer,4.36
Male,Postgraduate,High,Urban,Doctor,28.07
Male,School,High,Rural,Doctor,22.62
Female,Postgraduate,Low,Rural,Software Engineer,18.02
Female,School,Low,Rural,Business Owner,14.02
Male,Postgraduate,Middle,Urban,Teacher,7.34
Male,School,High,Rural,Teacher,9.61
Male,School,High,Urban,Government Officer,20.93
Female,Postgraduate,Low,Rural,Business Owner,13.49
Male,Graduate,High,Rural,Teacher,5.43
Male,Graduate,High,Rural,Business Owner,11.09
Female,School,Middle,Urban,Business Owner,12.22
Female,Postgraduate,Middle,Urban,Doctor,22.09
Male,Graduate,High,Rural,Teacher,5.81
Female,Postgraduate,High,Rural,Teacher,9.5
Female,Graduate,High,Rural,Software Engineer,23.84
Male,Postgraduate,Low,Urban,Business Owner,8.58
Female,School,Middle,Urban,Government Officer,21.76
Male,Postgraduate,Low,Urban,Doctor,34.1
Female,Graduate,Middle,Urban,Software Engineer,10.19
Male,School,Middle,Urban,Doctor,18.87
Male,Postgraduate,Middle,Rural,Government Officer,19.07
Male,Graduate,High,Rural,Software Engineer,14.36
Female,School,Middle,Rural,Doctor,30.29
Male,Postgraduate,Low,Urban,Government Officer,16.06
Female,Graduate,Middle,Rural,Farmer,5.64
Male,Postgraduate,Low,Urban,Software Engineer,10.02
Male,Postgraduate,Middle,Urban,Government Officer,15.51
Female,School,Middle,Rural,Software Engineer,14.35
Male,School,High,Rural,Teacher,8.43
Male,Graduate,Low,Urban,Teacher,6.48
Female,School,Middle,Urban,Doctor,26.89
Male,Graduate,Middle,Rural,Business Owner,10.86
Male,Postgraduate,Low,Urban,Farmer,10.49
Male,Postgraduate,Middle,Urban,Business Owner,11.41
Male,Graduate,High,Urban,Government Officer,14.74
Female,Postgraduate,Low,Rural,Software Engineer,11.14
Female,School,High,Urban,Teacher,12.4
Male,Postgraduate,Low,Urban,Business Owner,14.1
Female,School,Low,Urban,Teacher,6.14
Male,Graduate,Low,Urban,Farmer,4.99
Female,Graduate,Middle,Urban,Government Officer,24.98
Male,Postgraduate,Low,Urban,Farmer,10.25
Male,Postgraduate,Low,Urban,Farmer,6.15
Male,School,Low,Rural,Government Officer,19.05
Male,School,High,Rural,Software Engineer,18.32
Male,Postgraduate,Low,Rural,Farmer,3.33
Male,Postgraduate,Middle,Urban,Business Owner,17.34
Female,Graduate,Low,Rural,Government Officer,21.32
Male,Graduate,Low,Rural,Government Officer,17.31
Female,Graduate,High,Urban,Teacher,13.46
Male,Postgraduate,Middle,Rural,Doctor,25.69
Female,Postgraduate,Middle,Urban,Farmer,3.59
Female,Postgraduate,Middle,Urban,Business Owner,11.11
Female,Graduate,Low,Urban,Software Engineer,19.24
Male,Postgraduate,Low,Rural,Farmer,3.93
Male,School,Middle,Urban,Software Engineer,21.42
Female,Postgraduate,Middle,Rural,Teacher,6.21
Male,Postgraduate,High,Urban,Farmer,4.8
Female,Postgraduate,Middle,Urban,Software Engineer,27.88
Male,Postgraduate,Low,Rural,Farmer,12.0
Female,Postgraduate,Low,Urban,Government Officer,19.15
Female,School,Low,Rural,Farmer,8.58
Male,School,High,Urban,Business Owner,17.57
Female,Postgraduate,Middle,Urban,Farmer,9.27
Male,Graduate,Low,Urban,Software Engineer,13.65
Female,Postgraduate,High,Urban,Business Owner,12.94
Female,Postgraduate,High,Urban,Software Engineer,20.7
Male,Postgraduate,Low,Urban,Doctor,22.19
Male,Graduate,High,Urban,Doctor,18.52
Male,Graduate,High,Urban,Business Owner,16.83
Female,Graduate,Low,Rural,Doctor,18.98
Male,School,High,Rural,Doctor,20.21
Female,Graduate,Low,Rural,Government Officer,15.72
Female,School,Low,Urban,Software Engineer,13.24
Male,School,High,Rural,Doctor,31.99
Male,Graduate,Low,Rural,Business Owner,15.33
Female,Graduate,Low,Urban,Government Officer,22.85
Female,Graduate,Middle,Rural,Doctor,24.87
Male,School,Low,Urban,Farmer,7.68
Male,Postgraduate,Middle,Rural,Business Owner,15.39
Male,Graduate,Middle,Rural,Software Engineer,17.42
Male,Graduate,Middle,Rural,Farmer,7.47
Male,Graduate,Middle,Rural,Doctor,25.94
Female,School,High,Rural,Business Owner,19.44
Female,School,High,Urban,Farmer,10.95
Female,Postgraduate,Low,Rural,Business Owner,9.55
Female,Graduate,Low,Urban,Teacher,5.41
Male,School,Low,Rural,Farmer,9.12
Male,Postgraduate,High,Urban,Business Owner,8.59
Male,Graduate,Middle,Rural,Farmer,3.54
Female,School,High,Rural,Teacher,6.59
Female,Graduate,High,Rural,Software Engineer,17.03
Male,Graduate,Low,Rural,Software Engineer,18.7
Male,School,Low,Rural,Government Officer,18.75
Female,School,Low,Urban,Farmer,11.93
Female,School,Middle,Rural,Teacher,8.85
Male,Graduate,Middle,Rural,Business Owner,10.91
Male,Graduate,High,Urban,Government Officer,19.48
Female,Postgraduate,Middle,Rural,Farmer,4.94
Male,Graduate,Low,Rural,Government Officer,24.23
Male,School,Middle,Rural,Farmer,5.33
Male,Graduate,Middle,Rural,Software Engineer,29.8
Female,Postgraduate,Middle,Rural,Business Owner,13.02
Female,Postgraduate,Middle,Urban,Teacher,13.13
Female,School,Low,Rural,Software Engineer,22.97
Female,School,Low,Urban,Government Officer,24.14
Female,Postgraduate,High,Rural,Doctor,27.51
Female,Postgraduate,High,Rural,Government Officer,19.56
Female,Postgraduate,High,Urban,Doctor,28.06
Male,School,Middle,Rural,Farmer,10.08
Male,Postgraduate,Middle,Rural,Software Engineer,27.98
Male,Postgraduate,Low,Urban,Farmer,5.4
Male,School,High,Rural,Teacher,7.01
Male,Graduate,Low,Rural,Business Owner,8.41
Male,Graduate,High,Urban,Doctor,22.4
Male,Postgraduate,High,Urban,Business Owner,18.15
Female,Graduate,High,Rural,Farmer,3.63
Female,Graduate,Middle,Rural,Software Engineer,20.77
Male,Graduate,High,Rural,Software Engineer,23.9
Male,Graduate,High,Urban,Farmer,10.53
Female,Postgraduate,Middle,Urban,Farmer,8.25
Male,Graduate,High,Rural,Software Engineer,13.73
Male,Graduate,Middle,Rural,Teacher,14.65
Female,School,Middle,Rural,Doctor,16.89
Male,Postgraduate,Low,Urban,Business Owner,17.23
Female,School,Middle,Urban,Government Officer,13.13
Male,School,Middle,Urban,Farmer,4.29
Female,Postgraduate,Middle,Rural,Farmer,11.08
Female,Graduate,High,Rural,Software Engineer,25.06
Female,School,Low,Rural,Business Owner,12.39
Male,Postgraduate,High,Urban,Business Owner,15.66
Female,Graduate,Middle,Rural,Teacher,9.57
Male,Postgraduate,Middle,Urban,Doctor,16.33
Male,School,Low,Rural,Teacher,12.21
Male,Graduate,Low,Urban,Teacher,12.63
Male,Graduate,Middle,Rural,Business Owner,18.59
Female,Postgraduate,Middle,Rural,Doctor,25.81
Female,Graduate,High,Urban,Doctor,28.46
Male,School,Middle,Rural,Doctor,23.76
Male,School,High,Urban,Software Engineer,16.38
Female,School,Low,Rural,Doctor,23.23
Male,Postgraduate,High,Rural,Business Owner,18.94
Female,Graduate,Middle,Rural,Software Engineer,13.28
Male,Graduate,High,Urban,Government Officer,15.23
Male,Graduate,High,Rural,Farmer,8.46
Female,School,Low,Urban,Teacher,6.16
Male,Graduate,High,Rural,Doctor,32.84
Female,School,Middle,Rural,Government Officer,12.61
Male,Graduate,High,Urban,Doctor,30.11
Male,School,High,Rural,Teacher,8.74
Male,Graduate,High,Rural,Business Owner,8.61
Female,Postgraduate,Middle,Urban,Business Owner,18.12
Male,Postgraduate,High,Urban,Teacher,11.4
Male,School,Middle,Rural,Government Officer,12.12
Male,School,High,Urban,Software Engineer,15.35
Male,Graduate,Low,Urban,Farmer,6.17
Female,Graduate,Low,Rural,Farmer,5.9
Female,Postgraduate,Low,Urban,Farmer,7.49
Male,Graduate,Middle,Urban,Software Engineer,20.54
Female,School,Middle,Rural,Doctor,22.94
Male,School,Middle,Urban,Teacher,8.32
Male,School,High,Urban,Teacher,10.04
